length,highway,surface,smoothness,lit,wheelchair,target
10.092621825200341,footway,asphalt,unknown,yes,yes,1
10.092621825200341,footway,asphalt,unknown,yes,yes,1
88.52955109488694,path,ground,unknown,unknown,no,0
26.24648925887165,path,ground,unknown,unknown,no,0
47.36593260539132,path,ground,unknown,unknown,no,0
32.84018660268938,path,ground,unknown,unknown,no,0
26.24648925887165,path,ground,unknown,unknown,no,0
25.82524386267827,path,ground,unknown,unknown,no,0
20.497002895052145,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,yes,1
20.497002895052145,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,yes,1
55.83434761689365,footway,paving_stones,unknown,yes,yes,1
34.10101380981508,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
34.10101380981508,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
30.489506023491952,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
4.540097879371794,steps,unknown,unknown,no,no,0
12.618091223541615,footway,metal,unknown,no,yes,1
12.618091223541615,footway,metal,unknown,no,yes,1
6.160695110667788,steps,paving_stones,unknown,no,no,0
9.187401795936815,"['steps', 'footway']",asphalt,unknown,yes,yes,1
13.67783188972602,"['steps', 'footway']",unknown,unknown,"['yes', 'no']",no,0
12.417733461960367,"['steps', 'footway']",unknown,unknown,"['yes', 'no']",no,0
13.67783188972602,"['steps', 'footway']",unknown,unknown,"['yes', 'no']",no,0
12.417733461960367,"['steps', 'footway']",unknown,unknown,"['yes', 'no']",no,0
5.4481143552594204,footway,paving_stones,unknown,unknown,yes,1
5.4481143552594204,footway,paving_stones,unknown,unknown,yes,1
6.160695110667788,steps,paving_stones,unknown,no,no,0
21.790856659603634,path,dirt,unknown,unknown,no,0
437.94493735722637,path,dirt,unknown,unknown,no,0
156.84211575172895,"['steps', 'footway']",asphalt,unknown,yes,no,0
25.971070209880093,"['steps', 'footway']",asphalt,unknown,yes,no,0
23.256722455146473,"['steps', 'footway']",asphalt,unknown,yes,no,0
9.187401795936815,"['steps', 'footway']",asphalt,unknown,yes,yes,1
51.17292476405584,footway,paving_stones,unknown,no,yes,1
74.23199393463771,footway,"['paving_stones', 'concrete:plates']",unknown,no,yes,1
51.17292476405584,footway,paving_stones,unknown,no,yes,1
74.23199393463771,footway,"['paving_stones', 'concrete:plates']",unknown,no,yes,1
5.15516206733669,footway,"['asphalt', 'paving_stones']",unknown,no,yes,1
55.70346383260843,footway,"['asphalt', 'paving_stones']",unknown,unknown,yes,1
54.796308745611526,footway,paving_stones,unknown,unknown,yes,1
3.2978941544664524,path,unpaved,unknown,unknown,no,0
156.45384308734253,path,unpaved,unknown,unknown,no,0
43.31314982697282,footway,paved,unknown,yes,yes,1
95.11021360274717,footway,paved,unknown,unknown,yes,1
13.34273050370802,path,unpaved,unknown,unknown,no,0
40.54213578215278,path,unpaved,unknown,unknown,no,0
54.92840481754747,path,unpaved,unknown,unknown,no,0
10.631473910160794,path,unpaved,unknown,unknown,no,0
24.755365424703214,steps,asphalt,unknown,unknown,no,0
4.540097879371794,steps,unknown,unknown,no,no,0
49.362636582708355,footway,asphalt,unknown,unknown,official,0
111.54379779414894,footway,asphalt,unknown,unknown,official,0
6.722030279077943,"['steps', 'footway']",paving_stones,unknown,yes,no,0
6.722030279077943,"['steps', 'footway']",paving_stones,unknown,yes,no,0
62.83149190622004,footway,asphalt,unknown,yes,yes,1
174.13772442798603,path,unpaved,unknown,unknown,no,0
40.54213578215278,path,unpaved,unknown,unknown,no,0
67.11813422575877,path,unpaved,unknown,unknown,no,0
3.2978941544664524,path,unpaved,unknown,unknown,no,0
15.248587014243013,path,dirt,unknown,unknown,no,0
261.1764470728883,path,dirt,unknown,unknown,no,0
46.6980473143358,path,dirt,unknown,unknown,no,0
261.1764470728883,path,dirt,unknown,unknown,no,0
21.790856659603634,path,dirt,unknown,unknown,no,0
55.016724841867045,path,dirt,unknown,unknown,no,0
78.76143618430144,footway,asphalt,good,yes,yes,1
48.51084103491569,footway,asphalt,excellent,yes,yes,1
208.6661661623699,footway,paved,unknown,unknown,yes,1
73.67033106138886,footway,"['paved', 'paving_stones']",unknown,yes,yes,1
31.476748916150477,footway,asphalt,unknown,yes,yes,1
62.83149190622004,footway,asphalt,unknown,yes,yes,1
95.11021360274717,footway,paved,unknown,unknown,yes,1
208.6661661623699,footway,paved,unknown,unknown,yes,1
25.82524386267827,path,ground,unknown,unknown,no,0
47.36593260539132,path,ground,unknown,unknown,no,0
13.34273050370802,path,unpaved,unknown,unknown,no,0
10.631473910160794,path,unpaved,unknown,unknown,no,0
61.22676886735746,path,unknown,unknown,unknown,no,0
28.79258498565053,path,unknown,unknown,unknown,no,0
162.93084221167712,path,dirt,unknown,unknown,no,0
42.60971324914881,path,dirt,unknown,unknown,no,0
263.36791077625014,path,ground,unknown,unknown,no,0
88.52955109488694,path,ground,unknown,unknown,no,0
19.26750621938465,path,unknown,unknown,unknown,no,0
69.0672328512856,path,unknown,unknown,unknown,no,0
61.22676886735746,path,unknown,unknown,unknown,no,0
61.9407366035023,path,unknown,unknown,unknown,no,0
48.535024529687306,footway,asphalt,unknown,yes,yes,1
5.15516206733669,footway,"['asphalt', 'paving_stones']",unknown,no,yes,1
49.002450431374434,footway,paving_stones,unknown,yes,yes,1
49.002450431374434,footway,paving_stones,unknown,yes,yes,1
55.70346383260842,footway,"['asphalt', 'paving_stones']",unknown,unknown,yes,1
46.835569301797086,footway,paving_stones,unknown,yes,yes,1
55.83434761689365,footway,paving_stones,unknown,yes,yes,1
46.835569301797086,footway,paving_stones,unknown,yes,yes,1
49.362636582708355,footway,asphalt,unknown,unknown,official,0
51.73731565735507,footway,paving_stones,unknown,unknown,yes,1
298.65118908187344,footway,asphalt,unknown,unknown,official,0
712.0143407776809,footway,asphalt,unknown,yes,official,0
28.638307389064146,footway,paving_stones,unknown,unknown,designated,1
28.638307389064146,footway,paving_stones,unknown,unknown,designated,1
23.59989810696677,footway,asphalt,unknown,unknown,official,0
18.533979037785066,footway,asphalt,unknown,unknown,official,0
298.65118908187344,footway,asphalt,unknown,unknown,official,0
35.10079229072982,footway,unknown,unknown,yes,yes,1
35.10079229072983,footway,unknown,unknown,yes,yes,1
58.93220655250024,footway,asphalt,unknown,unknown,yes,1
51.73731565735508,footway,paving_stones,unknown,unknown,yes,1
66.20513442953867,footway,asphalt,unknown,yes,yes,1
115.78569418758092,footway,asphalt,unknown,yes,yes,1
111.54379779414894,footway,asphalt,unknown,unknown,official,0
233.30673659912358,footway,asphalt,unknown,unknown,official,0
16.796794633105307,footway,unknown,unknown,yes,yes,1
27.37666722710379,footway,unknown,unknown,yes,yes,1
54.796308745611526,footway,paving_stones,unknown,unknown,yes,1
78.88937318613955,footway,unknown,unknown,unknown,yes,1
78.76143618430144,footway,asphalt,good,yes,yes,1
58.37478876242082,footway,unknown,unknown,unknown,yes,1
58.93220655250024,footway,asphalt,unknown,unknown,yes,1
27.37666722710379,footway,unknown,unknown,yes,yes,1
16.796794633105307,footway,unknown,unknown,yes,yes,1
50.513304866674964,footway,paving_stones,excellent,yes,no,0
27.627530278335964,"['steps', 'footway']",paving_stones,good,yes,no,0
27.17157714476049,"['steps', 'footway']",paving_stones,unknown,yes,no,0
11.292121709628923,footway,paving_stones,excellent,yes,no,0
29.54166702480422,"['steps', 'footway']",paving_stones,excellent,yes,no,0
30.261210262802436,"['steps', 'footway']",paving_stones,"['good', 'excellent']",yes,no,0
54.716971769528826,steps,unknown,unknown,yes,yes,1
76.74675265097213,footway,asphalt,unknown,yes,yes,1
93.98958391228228,"['steps', 'footway']",asphalt,unknown,yes,yes,1
56.06275741662831,footway,paving_stones,unknown,yes,yes,1
28.67138914647442,footway,asphalt,unknown,yes,no,0
19.231612910489098,footway,asphalt,unknown,yes,no,0
16.927044702469946,steps,unknown,unknown,unknown,no,0
22.36278460738017,steps,asphalt,unknown,unknown,no,0
19.231612910489098,footway,asphalt,unknown,yes,no,0
11.980395729718106,steps,unknown,unknown,unknown,no,0
11.980395729718106,steps,unknown,unknown,unknown,no,0
22.36278460738017,steps,asphalt,unknown,unknown,no,0
61.281400223382036,footway,paving_stones,unknown,unknown,yes,1
71.1466850536986,footway,paving_stones,unknown,unknown,yes,1
23.454952068332037,"['steps', 'footway']",unknown,unknown,"['yes', '24/7']",no,0
28.32418065245432,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,"['yes', '24/7']",no,0
38.858663777890584,footway,paving_stones,unknown,yes,no,0
13.48917124767945,footway,paving_stones,unknown,yes,no,0
189.5214958761111,"['steps', 'path']",paving_stones,bad,no,no,0
56.314564360806905,footway,paving_stones,unknown,yes,no,0
24.98511559797243,"['steps', 'footway']",paving_stones,unknown,yes,no,0
20.032229217734763,"['steps', 'footway']",paving_stones,unknown,yes,no,0
56.314564360806905,footway,paving_stones,unknown,yes,no,0
29.53282537555762,"['steps', 'footway']",paving_stones,unknown,yes,no,0
26.673276826707713,"['steps', 'footway']",paving_stones,unknown,yes,no,0
15.335100297758379,footway,paving_stones,unknown,yes,no,0
20.41216838290274,"['steps', 'footway']",paving_stones,unknown,yes,no,0
19.81753749662745,"['steps', 'footway']",paving_stones,unknown,yes,no,0
43.593119189665195,footway,paving_stones,unknown,yes,yes,1
44.44151757948332,footway,unknown,unknown,yes,yes,1
19.053370563802716,"['steps', 'footway']",unknown,unknown,yes,yes,1
27.17157714476049,"['steps', 'footway']",paving_stones,unknown,yes,no,0
25.47934019770307,footway,unknown,unknown,unknown,yes,1
25.47934019770307,footway,unknown,unknown,unknown,yes,1
20.032229217734763,"['steps', 'footway']",paving_stones,unknown,yes,no,0
44.44151757948332,footway,unknown,unknown,yes,yes,1
76.00814295431445,"['steps', 'footway']",asphalt,unknown,yes,no,0
16.927044702469946,steps,unknown,unknown,unknown,no,0
67.3608306173467,"['steps', 'footway']",paving_stones,unknown,yes,no,0
5.832535395300549,"['steps', 'footway']","['asphalt', 'metal']",unknown,yes,no,0
36.66274211318252,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
25.83174294297223,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
17.507424315010574,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
5.832535395300549,"['steps', 'footway']","['asphalt', 'metal']",unknown,yes,no,0
52.33510761628236,footway,asphalt,unknown,yes,no,0
19.13054654050307,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
21.952548170525066,"['steps', 'footway']",asphalt,unknown,yes,no,0
52.33510761628236,footway,asphalt,unknown,yes,no,0
19.828277039120596,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
17.552058047267153,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
33.853181609662585,footway,asphalt,unknown,yes,yes,1
17.552058047267153,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
29.541667024804223,"['steps', 'footway']",paving_stones,excellent,yes,no,0
29.53282537555762,"['steps', 'footway']",paving_stones,unknown,yes,no,0
26.673276826707713,"['steps', 'footway']",paving_stones,unknown,yes,no,0
24.985115597972428,"['steps', 'footway']",paving_stones,unknown,yes,no,0
56.06275741662831,footway,paving_stones,unknown,yes,yes,1
30.261210262802436,"['steps', 'footway']",paving_stones,"['good', 'excellent']",yes,no,0
19.817537496627452,"['steps', 'footway']",paving_stones,unknown,yes,no,0
16.288249089729888,"['steps', 'footway']",unknown,unknown,yes,no,0
20.412168382902742,"['steps', 'footway']",paving_stones,unknown,yes,no,0
63.23285856116606,footway,paving_stones,unknown,yes,yes,1
26.366946765903275,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
11.184357401847487,"['steps', 'footway']",paving_stones,excellent,yes,no,0
11.292121709628923,footway,paving_stones,excellent,yes,no,0
16.316384065301946,footway,paving_stones,excellent,yes,no,0
14.927069024734775,"['steps', 'footway']",paving_stones,excellent,yes,no,0
16.316384065301946,footway,paving_stones,excellent,yes,no,0
50.513304866674964,footway,paving_stones,excellent,yes,no,0
11.184357401847485,"['steps', 'footway']",paving_stones,excellent,yes,no,0
15.335100297758379,footway,paving_stones,unknown,yes,no,0
67.3608306173467,"['steps', 'footway']",paving_stones,unknown,yes,no,0
17.03182436846975,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
39.79358527464417,footway,asphalt,unknown,yes,no,0
76.00814295431445,"['steps', 'footway']",asphalt,unknown,yes,no,0
30.610462153256833,"['steps', 'footway']",concrete,unknown,unknown,no,0
19.053370563802716,"['steps', 'footway']",unknown,unknown,yes,yes,1
11.774414404691662,footway,paving_stones,unknown,yes,yes,1
14.318023243519002,footway,paving_stones,unknown,yes,yes,1
94.27788772924981,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,yes,1
39.79358527464417,footway,asphalt,unknown,yes,no,0
28.67138914647442,footway,asphalt,unknown,yes,no,0
27.474339961776955,"['steps', 'footway']",unknown,unknown,unknown,no,0
30.610462153256833,"['steps', 'footway']",concrete,unknown,unknown,no,0
19.828277039120596,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
20.447384410410066,"['steps', 'footway']",asphalt,unknown,yes,yes,1
13.291915666739909,steps,paved,unknown,yes,no,0
28.32418065245432,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,"['yes', '24/7']",no,0
13.48917124767945,footway,paving_stones,unknown,yes,no,0
38.858663777890584,footway,paving_stones,unknown,yes,no,0
23.84273034867551,footway,paving_stones,unknown,yes,yes,1
0.8197403043420135,footway,paving_stones,unknown,yes,yes,1
33.259063449879996,footway,paving_stones,unknown,yes,yes,1
32.95114254126616,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
27.627530278335964,"['steps', 'footway']",paving_stones,good,yes,no,0
43.316625484757004,"['steps', 'footway']",asphalt,unknown,yes,yes,1
21.295867580857198,"['steps', 'footway']",unknown,unknown,yes,no,0
13.458565077509963,"['steps', 'footway']",unknown,unknown,yes,no,0
61.36117751774243,footway,"['asphalt', 'paving_stones']",unknown,yes,yes,1
42.069489913964425,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
23.979390043195814,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
69.64063820963838,footway,paving_stones,unknown,yes,yes,1
61.36117751774243,footway,"['asphalt', 'paving_stones']",unknown,yes,yes,1
23.454952068332034,"['steps', 'footway']",unknown,unknown,"['yes', '24/7']",no,0
18.58751060377362,footway,asphalt,unknown,yes,yes,1
43.316625484757004,"['steps', 'footway']",asphalt,unknown,yes,yes,1
18.58751060377362,footway,asphalt,unknown,yes,yes,1
59.31519907834052,footway,paving_stones,unknown,yes,yes,1
149.23581159608702,path,ground,unknown,unknown,no,0
273.51158039853095,"['path', 'footway']","['asphalt', 'ground']",unknown,unknown,no,0
273.51158039853095,"['path', 'footway']","['asphalt', 'ground']",unknown,unknown,no,0
4.361168297452823,footway,unknown,unknown,unknown,yes,1
93.98958391228228,"['steps', 'footway']",asphalt,unknown,yes,yes,1
39.35284823439704,"['steps', 'footway']",paving_stones,excellent,yes,no,0
65.87214630156882,footway,unknown,unknown,unknown,yes,1
65.87214630156882,footway,unknown,unknown,unknown,yes,1
43.638957512851206,footway,unknown,unknown,unknown,yes,1
43.638957512851206,footway,unknown,unknown,unknown,yes,1
21.134962439084845,"['steps', 'footway']",unknown,unknown,yes,no,0
119.26545084232231,footway,asphalt,unknown,unknown,yes,1
45.65820033189566,footway,unknown,unknown,unknown,yes,1
39.18265277836814,footway,asphalt,unknown,unknown,yes,1
12.618347892340326,footway,asphalt,unknown,unknown,yes,1
32.48850650224763,footway,asphalt,unknown,unknown,yes,1
19.255371975569673,footway,paved,unknown,unknown,yes,1
17.303873662880456,footway,paved,unknown,unknown,yes,1
17.303873662880456,footway,paved,unknown,unknown,yes,1
19.255371975569673,footway,paved,unknown,unknown,yes,1
7.488141450942251,footway,asphalt,unknown,yes,no,0
6.669878987194525,steps,paving_stones,unknown,yes,no,0
6.669878987194525,steps,paving_stones,unknown,yes,no,0
109.26260805829992,footway,"['paved', 'paving_stones']",unknown,yes,yes,1
20.447384410410066,"['steps', 'footway']",asphalt,unknown,yes,yes,1
13.291915666739909,steps,paved,unknown,yes,no,0
49.817905464233725,"['steps', 'footway']",paved,unknown,yes,no,0
7.3798159535857835,"['steps', 'footway']",asphalt,unknown,yes,no,0
7.488141450942251,footway,asphalt,unknown,yes,no,0
7.3798159535857835,"['steps', 'footway']",asphalt,unknown,yes,no,0
58.866682527577254,footway,paving_stones,unknown,yes,yes,1
27.993919756228447,"['steps', 'footway']",asphalt,unknown,yes,no,0
45.021794281186736,"['steps', 'footway']",paving_stones,unknown,yes,no,0
6.597292976546391,service,"['asphalt', 'paving_stones']",unknown,unknown,yes,1
4.127232111836538,service,paving_stones,unknown,unknown,yes,1
7.14207617333786,service,paving_stones,unknown,unknown,yes,1
95.9392452669892,service,paving_stones,unknown,unknown,yes,1
95.9392452669892,service,paving_stones,unknown,unknown,yes,1
85.32182068723897,service,paving_stones,unknown,unknown,yes,1
85.32182068723897,service,paving_stones,unknown,unknown,yes,1
7.954184960315666,service,paving_stones,unknown,unknown,yes,1
4.850236796811663,service,paving_stones,unknown,unknown,yes,1
9.790157186736948,service,paving_stones,unknown,unknown,yes,1
43.29703974210536,service,paving_stones,unknown,unknown,yes,1
43.29703974210536,service,paving_stones,unknown,unknown,yes,1
94.2778877292498,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,yes,1
37.011871953225466,footway,asphalt,unknown,unknown,yes,1
19.872769782485694,footway,asphalt,unknown,unknown,yes,1
37.011871953225466,footway,asphalt,unknown,unknown,yes,1
19.872769782485694,footway,asphalt,unknown,unknown,yes,1
64.01777838057788,footway,asphalt,unknown,unknown,yes,1
81.21837041451795,footway,asphalt,unknown,yes,yes,1
119.26545084232231,footway,asphalt,unknown,unknown,yes,1
64.01777838057788,footway,asphalt,unknown,unknown,yes,1
49.817905464233725,"['steps', 'footway']",paved,unknown,yes,no,0
78.0248454472318,footway,asphalt,unknown,yes,yes,1
25.83174294297223,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
36.66274211318252,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
17.507424315010578,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
32.725611981535884,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
43.593119189665195,footway,paving_stones,unknown,yes,yes,1
11.774414404691662,footway,paving_stones,unknown,yes,yes,1
32.725611981535884,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
17.03182436846975,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
48.88924400374815,footway,paving_stones,unknown,yes,yes,1
42.069489913964425,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
69.64063820963838,footway,paving_stones,unknown,yes,yes,1
19.13054654050307,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
21.95254817052507,"['steps', 'footway']",asphalt,unknown,yes,no,0
59.31519907834051,footway,paving_stones,unknown,yes,yes,1
0.8197403043420135,footway,paving_stones,unknown,yes,yes,1
33.259063449879996,footway,paving_stones,unknown,yes,yes,1
32.95114254126616,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
57.724628519364195,footway,asphalt,unknown,yes,yes,1
57.724628519364195,footway,asphalt,unknown,yes,yes,1
32.48850650224763,footway,asphalt,unknown,unknown,yes,1
45.65820033189566,footway,unknown,unknown,unknown,yes,1
39.18265277836814,footway,asphalt,unknown,unknown,yes,1
80.22709888841898,footway,unknown,unknown,yes,limited,0
280.2530449420036,"['steps', 'footway']",asphalt,unknown,yes,no,0
47.359616371188004,footway,asphalt,unknown,yes,yes,1
33.853181609662585,footway,asphalt,unknown,yes,yes,1
109.26260805829992,footway,"['paved', 'paving_stones']",unknown,yes,yes,1
16.288249089729888,"['steps', 'footway']",unknown,unknown,yes,no,0
21.134962439084845,"['steps', 'footway']",unknown,unknown,yes,no,0
70.3020119458792,footway,paving_stones,unknown,yes,yes,1
51.83021083408838,footway,paving_stones,unknown,yes,yes,1
68.50854361166294,footway,paving_stones,unknown,yes,yes,1
27.474339961776955,"['steps', 'footway']",unknown,unknown,unknown,no,0
280.25304494200356,"['steps', 'footway']",asphalt,unknown,yes,no,0
189.5214958761111,"['steps', 'path']",paving_stones,bad,no,no,0
48.88924400374815,footway,paving_stones,unknown,yes,yes,1
26.366946765903275,"['steps', 'footway']",paving_stones,unknown,yes,yes,1
63.232858561166054,footway,paving_stones,unknown,yes,yes,1
30.475915272769736,service,unknown,unknown,unknown,yes,1
4.361168297452823,footway,unknown,unknown,unknown,yes,1
33.559623964216385,service,unknown,unknown,unknown,yes,1
30.475915272769736,service,unknown,unknown,unknown,yes,1
33.559623964216385,service,unknown,unknown,unknown,yes,1
21.295867580857195,"['steps', 'footway']",unknown,unknown,yes,no,0
13.458565077509963,"['steps', 'footway']",unknown,unknown,yes,no,0
16.94088902354997,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
43.445197608154004,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
16.94088902354997,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
43.445197608154004,"['steps', 'footway']","['asphalt', 'paving_stones']",unknown,yes,no,0
